State,County,Metal Level,Issuer Name,Plan ID (standard component),Plan Marketing Name,Plan Type,Premium Child,Standard Plan Cost Sharing,Medical Deductible-individual-standard,Medical Deductible-family-standard,Medical Maximum Out Of Pocket - individual - standard
NM,GRANT,Silver,Presbyterian Health Plan,57173NM0130013,Individual Silver Plan D,HMO, 131.47 ,,"5,000","10,000","6,350"
NM,GRANT,Bronze,Presbyterian Health Plan,57173NM0140001,Individual Bronze Plan A,HMO, 118.40 ,,"2,500","5,000","6,350"
NM,GRANT,Bronze,Presbyterian Health Plan,57173NM0140002,Individual Bronze Plan B,HMO, 117.52 ,,"4,000","8,000","6,350"
NM,GRANT,Bronze,Presbyterian Health Plan,57173NM0140003,Individual Bronze Plan C,HMO, 111.50 ,,"6,350","12,700","6,350"
NM,GRANT,Catastrophic,Presbyterian Health Plan,57173NM0150001,Individual Catastrophic Plan,HMO, 79.91 ,,"6,350","12,700","6,350"
NM,GRANT,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330001,Blue PPO Gold 001,PPO, 178.04 ,,"3,250","9,750","3,250"
NM,GRANT,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330002,Blue PPO Gold 002,PPO, 180.78 ,,"1,500","4,500","3,500"
NM,GRANT,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330003,Blue PPO Silver 003,PPO, 150.10 ,,"6,000","12,700","6,000"
NM,GRANT,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330004,Blue PPO Silver 004,PPO, 153.94 ,,"3,000","9,000","6,350"
NM,GRANT,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330005,Blue PPO Bronze 005,PPO, 122.20 ,,"5,000","12,700","6,250"
NM,GRANT,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330006,Blue PPO Bronze 006,PPO, 121.49 ,,"6,000","12,700","6,000"
NM,GRANT,Catastrophic,Blue Cross Blue Shield of New Mexico,75605NM0330010,Blue Security PPO 010,PPO, 121.88 ,,"6,350","12,700","6,350"
NM,GRANT,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350001,"BCBS Premier 1, MSP 1,000/2,750",PPO, 185.96 ,,"1,000","3,000","2,750"
NM,GRANT,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350002,"BCBS Premier 2, MSP 500/4,000",PPO, 183.92 ,,500,"1,500","4,000"
NM,GRANT,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350003,"BCBS Solution 3, MSP 4,500/6,350",PPO, 150.90 ,,"4,500","12,700","6,350"
NM,GRANT,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350004,"BCBS Solution 4, MSP 6,250/6,250",PPO, 146.84 ,,"6,250","12,700","6,250"
NM,GRANT,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0350005,"BCBS Basic 5, MSP 3,750/6,250",PPO, 125.08 ,,"3,750","11,250","6,250"
NM,GRANT,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390001,Blue Community Gold HMO 001,HMO, 156.60 ,,"3,250","9,750","3,250"
NM,GRANT,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390002,Blue Community Gold HMO 002,HMO, 159.52 ,,"1,500","4,500","3,500"
NM,GRANT,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390003,Blue Community Silver HMO 003,HMO, 129.86 ,,"6,000","12,700","6,000"
NM,GRANT,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390004,Blue Community Silver HMO 004,HMO, 133.89 ,,"3,000","9,000","6,350"
NM,GRANT,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390005,Blue Community Bronze HMO 005,HMO, 106.56 ,,"5,000","12,700","6,250"
NM,GRANT,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390006,Blue Community Bronze HMO 006,HMO, 106.12 ,,"6,000","12,700","6,000"
NM,GRANT,Gold,New Mexico Health Connections,93091NM0010001,Care Connect Gold 750 HMO,HMO, 138.87 ,,750,"1,500","6,000"
NM,GRANT,Silver,New Mexico Health Connections,93091NM0010002,"Care Connect Silver 2,000 HMO",HMO, 132.07 ,,"2,000","4,000","6,350"
NM,GRANT,Bronze,New Mexico Health Connections,93091NM0010006,Care Connect Bronze HMO,HMO, 98.05 ,,"2,500","5,000","6,350"
NM,GRANT,Catastrophic,New Mexico Health Connections,93091NM0010007,Care Connect Catastrophic HMO,HMO, 87.23 ,,"6,350","12,700","6,350"
NM,GRANT,Gold,New Mexico Health Connections,93091NM0030001,Choice Connect Gold  500 PPO,PPO, 163.21 ,,500,"1,000","5,000"
NM,GRANT,Silver,New Mexico Health Connections,93091NM0030002,"Choice Connect Silver 2,000 PPO",PPO, 146.20 ,,"2,000","4,000","6,350"
NM,GUADALUPE,Gold,"Molina Health Care of New Mexico, Inc.",19722NM0010001,Molina Marketplace Gold Plan,HMO, 161.42 ,,250,500,"6,350"
NM,GUADALUPE,Silver,"Molina Health Care of New Mexico, Inc.",19722NM0010002,Molina Marketplace Silver Plan,HMO, 143.80 ,,"1,700","3,400","6,350"
NM,GUADALUPE,Bronze,"Molina Health Care of New Mexico, Inc.",19722NM0010003,Molina Marketplace Bronze Plan,HMO, 126.50 ,,"4,000","8,000","6,350"
NM,GUADALUPE,Gold,Presbyterian Health Plan,57173NM0120001,Individual Gold Plan A,HMO, 173.49 ,,0,0,"6,350"
NM,GUADALUPE,Gold,Presbyterian Health Plan,57173NM0120002,Individual Gold Plan B,HMO, 182.59 ,,250,500,"6,350"
NM,GUADALUPE,Gold,Presbyterian Health Plan,57173NM0120003,Individual Gold Plan C,HMO, 171.14 ,,"1,000","2,000","6,350"
NM,GUADALUPE,Silver,Presbyterian Health Plan,57173NM0130001,Individual Silver Plan A,HMO, 148.07 ,,250,500,"6,350"
NM,GUADALUPE,Silver,Presbyterian Health Plan,57173NM0130005,Individual Silver Plan B,HMO, 149.84 ,,"1,300","2,600","6,350"
NM,GUADALUPE,Silver,Presbyterian Health Plan,57173NM0130009,Individual Silver Plan C,HMO, 140.29 ,,"2,500","5,000","6,350"
NM,GUADALUPE,Silver,Presbyterian Health Plan,57173NM0130013,Individual Silver Plan D,HMO, 131.47 ,,"5,000","10,000","6,350"
NM,GUADALUPE,Bronze,Presbyterian Health Plan,57173NM0140001,Individual Bronze Plan A,HMO, 118.40 ,,"2,500","5,000","6,350"
NM,GUADALUPE,Bronze,Presbyterian Health Plan,57173NM0140002,Individual Bronze Plan B,HMO, 117.52 ,,"4,000","8,000","6,350"
NM,GUADALUPE,Bronze,Presbyterian Health Plan,57173NM0140003,Individual Bronze Plan C,HMO, 111.50 ,,"6,350","12,700","6,350"
NM,GUADALUPE,Catastrophic,Presbyterian Health Plan,57173NM0150001,Individual Catastrophic Plan,HMO, 79.91 ,,"6,350","12,700","6,350"
NM,GUADALUPE,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330001,Blue PPO Gold 001,PPO, 178.04 ,,"3,250","9,750","3,250"
NM,GUADALUPE,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330002,Blue PPO Gold 002,PPO, 180.78 ,,"1,500","4,500","3,500"
NM,GUADALUPE,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330003,Blue PPO Silver 003,PPO, 150.10 ,,"6,000","12,700","6,000"
NM,GUADALUPE,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330004,Blue PPO Silver 004,PPO, 153.94 ,,"3,000","9,000","6,350"
NM,GUADALUPE,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330005,Blue PPO Bronze 005,PPO, 122.20 ,,"5,000","12,700","6,250"
NM,GUADALUPE,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330006,Blue PPO Bronze 006,PPO, 121.49 ,,"6,000","12,700","6,000"
NM,GUADALUPE,Catastrophic,Blue Cross Blue Shield of New Mexico,75605NM0330010,Blue Security PPO 010,PPO, 121.88 ,,"6,350","12,700","6,350"
NM,GUADALUPE,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350001,"BCBS Premier 1, MSP 1,000/2,750",PPO, 185.96 ,,"1,000","3,000","2,750"
NM,GUADALUPE,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350002,"BCBS Premier 2, MSP 500/4,000",PPO, 183.92 ,,500,"1,500","4,000"
NM,GUADALUPE,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350003,"BCBS Solution 3, MSP 4,500/6,350",PPO, 150.90 ,,"4,500","12,700","6,350"
NM,GUADALUPE,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350004,"BCBS Solution 4, MSP 6,250/6,250",PPO, 146.84 ,,"6,250","12,700","6,250"
NM,GUADALUPE,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0350005,"BCBS Basic 5, MSP 3,750/6,250",PPO, 125.08 ,,"3,750","11,250","6,250"
NM,GUADALUPE,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390001,Blue Community Gold HMO 001,HMO, 156.60 ,,"3,250","9,750","3,250"
NM,GUADALUPE,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390002,Blue Community Gold HMO 002,HMO, 159.52 ,,"1,500","4,500","3,500"
NM,GUADALUPE,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390003,Blue Community Silver HMO 003,HMO, 129.86 ,,"6,000","12,700","6,000"
NM,GUADALUPE,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390004,Blue Community Silver HMO 004,HMO, 133.89 ,,"3,000","9,000","6,350"
NM,GUADALUPE,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390005,Blue Community Bronze HMO 005,HMO, 106.56 ,,"5,000","12,700","6,250"
NM,GUADALUPE,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390006,Blue Community Bronze HMO 006,HMO, 106.12 ,,"6,000","12,700","6,000"
NM,GUADALUPE,Gold,New Mexico Health Connections,93091NM0010001,Care Connect Gold 750 HMO,HMO, 138.87 ,,750,"1,500","6,000"
NM,GUADALUPE,Silver,New Mexico Health Connections,93091NM0010002,"Care Connect Silver 2,000 HMO",HMO, 132.07 ,,"2,000","4,000","6,350"
NM,GUADALUPE,Bronze,New Mexico Health Connections,93091NM0010006,Care Connect Bronze HMO,HMO, 98.05 ,,"2,500","5,000","6,350"
NM,GUADALUPE,Catastrophic,New Mexico Health Connections,93091NM0010007,Care Connect Catastrophic HMO,HMO, 87.23 ,,"6,350","12,700","6,350"
NM,GUADALUPE,Gold,New Mexico Health Connections,93091NM0030001,Choice Connect Gold  500 PPO,PPO, 163.21 ,,500,"1,000","5,000"
NM,GUADALUPE,Silver,New Mexico Health Connections,93091NM0030002,"Choice Connect Silver 2,000 PPO",PPO, 146.20 ,,"2,000","4,000","6,350"
NM,HARDING,Gold,"Molina Health Care of New Mexico, Inc.",19722NM0010001,Molina Marketplace Gold Plan,HMO, 161.42 ,,250,500,"6,350"
NM,HARDING,Silver,"Molina Health Care of New Mexico, Inc.",19722NM0010002,Molina Marketplace Silver Plan,HMO, 143.80 ,,"1,700","3,400","6,350"
NM,HARDING,Bronze,"Molina Health Care of New Mexico, Inc.",19722NM0010003,Molina Marketplace Bronze Plan,HMO, 126.50 ,,"4,000","8,000","6,350"
NM,HARDING,Gold,Presbyterian Health Plan,57173NM0120001,Individual Gold Plan A,HMO, 173.49 ,,0,0,"6,350"
NM,HARDING,Gold,Presbyterian Health Plan,57173NM0120002,Individual Gold Plan B,HMO, 182.59 ,,250,500,"6,350"
NM,HARDING,Gold,Presbyterian Health Plan,57173NM0120003,Individual Gold Plan C,HMO, 171.14 ,,"1,000","2,000","6,350"
NM,HARDING,Silver,Presbyterian Health Plan,57173NM0130001,Individual Silver Plan A,HMO, 148.07 ,,250,500,"6,350"
NM,HARDING,Silver,Presbyterian Health Plan,57173NM0130005,Individual Silver Plan B,HMO, 149.84 ,,"1,300","2,600","6,350"
NM,HARDING,Silver,Presbyterian Health Plan,57173NM0130009,Individual Silver Plan C,HMO, 140.29 ,,"2,500","5,000","6,350"
NM,HARDING,Silver,Presbyterian Health Plan,57173NM0130013,Individual Silver Plan D,HMO, 131.47 ,,"5,000","10,000","6,350"
NM,HARDING,Bronze,Presbyterian Health Plan,57173NM0140001,Individual Bronze Plan A,HMO, 118.40 ,,"2,500","5,000","6,350"
NM,HARDING,Bronze,Presbyterian Health Plan,57173NM0140002,Individual Bronze Plan B,HMO, 117.52 ,,"4,000","8,000","6,350"
NM,HARDING,Bronze,Presbyterian Health Plan,57173NM0140003,Individual Bronze Plan C,HMO, 111.50 ,,"6,350","12,700","6,350"
NM,HARDING,Catastrophic,Presbyterian Health Plan,57173NM0150001,Individual Catastrophic Plan,HMO, 79.91 ,,"6,350","12,700","6,350"
NM,HARDING,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330001,Blue PPO Gold 001,PPO, 178.04 ,,"3,250","9,750","3,250"
NM,HARDING,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330002,Blue PPO Gold 002,PPO, 180.78 ,,"1,500","4,500","3,500"
NM,HARDING,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330003,Blue PPO Silver 003,PPO, 150.10 ,,"6,000","12,700","6,000"
NM,HARDING,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330004,Blue PPO Silver 004,PPO, 153.94 ,,"3,000","9,000","6,350"
NM,HARDING,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330005,Blue PPO Bronze 005,PPO, 122.20 ,,"5,000","12,700","6,250"
NM,HARDING,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330006,Blue PPO Bronze 006,PPO, 121.49 ,,"6,000","12,700","6,000"
NM,HARDING,Catastrophic,Blue Cross Blue Shield of New Mexico,75605NM0330010,Blue Security PPO 010,PPO, 121.88 ,,"6,350","12,700","6,350"
NM,HARDING,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350001,"BCBS Premier 1, MSP 1,000/2,750",PPO, 185.96 ,,"1,000","3,000","2,750"
NM,HARDING,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350002,"BCBS Premier 2, MSP 500/4,000",PPO, 183.92 ,,500,"1,500","4,000"
NM,HARDING,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350003,"BCBS Solution 3, MSP 4,500/6,350",PPO, 150.90 ,,"4,500","12,700","6,350"
NM,HARDING,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350004,"BCBS Solution 4, MSP 6,250/6,250",PPO, 146.84 ,,"6,250","12,700","6,250"
NM,HARDING,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0350005,"BCBS Basic 5, MSP 3,750/6,250",PPO, 125.08 ,,"3,750","11,250","6,250"
NM,HARDING,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390001,Blue Community Gold HMO 001,HMO, 156.60 ,,"3,250","9,750","3,250"
NM,HARDING,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390002,Blue Community Gold HMO 002,HMO, 159.52 ,,"1,500","4,500","3,500"
NM,HARDING,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390003,Blue Community Silver HMO 003,HMO, 129.86 ,,"6,000","12,700","6,000"
NM,HARDING,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390004,Blue Community Silver HMO 004,HMO, 133.89 ,,"3,000","9,000","6,350"
NM,HARDING,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390005,Blue Community Bronze HMO 005,HMO, 106.56 ,,"5,000","12,700","6,250"
NM,HARDING,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390006,Blue Community Bronze HMO 006,HMO, 106.12 ,,"6,000","12,700","6,000"
NM,HARDING,Gold,New Mexico Health Connections,93091NM0010001,Care Connect Gold 750 HMO,HMO, 138.87 ,,750,"1,500","6,000"
NM,HARDING,Silver,New Mexico Health Connections,93091NM0010002,"Care Connect Silver 2,000 HMO",HMO, 132.07 ,,"2,000","4,000","6,350"
NM,HARDING,Bronze,New Mexico Health Connections,93091NM0010006,Care Connect Bronze HMO,HMO, 98.05 ,,"2,500","5,000","6,350"
NM,HARDING,Catastrophic,New Mexico Health Connections,93091NM0010007,Care Connect Catastrophic HMO,HMO, 87.23 ,,"6,350","12,700","6,350"
NM,HARDING,Gold,New Mexico Health Connections,93091NM0030001,Choice Connect Gold  500 PPO,PPO, 163.21 ,,500,"1,000","5,000"
NM,HARDING,Silver,New Mexico Health Connections,93091NM0030002,"Choice Connect Silver 2,000 PPO",PPO, 146.20 ,,"2,000","4,000","6,350"
NM,HIDALGO,Gold,"Molina Health Care of New Mexico, Inc.",19722NM0010001,Molina Marketplace Gold Plan,HMO, 161.42 ,,250,500,"6,350"
NM,HIDALGO,Silver,"Molina Health Care of New Mexico, Inc.",19722NM0010002,Molina Marketplace Silver Plan,HMO, 143.80 ,,"1,700","3,400","6,350"
NM,HIDALGO,Bronze,"Molina Health Care of New Mexico, Inc.",19722NM0010003,Molina Marketplace Bronze Plan,HMO, 126.50 ,,"4,000","8,000","6,350"
NM,HIDALGO,Gold,Presbyterian Health Plan,57173NM0120001,Individual Gold Plan A,HMO, 173.49 ,,0,0,"6,350"
NM,HIDALGO,Gold,Presbyterian Health Plan,57173NM0120002,Individual Gold Plan B,HMO, 182.59 ,,250,500,"6,350"
NM,HIDALGO,Gold,Presbyterian Health Plan,57173NM0120003,Individual Gold Plan C,HMO, 171.14 ,,"1,000","2,000","6,350"
NM,HIDALGO,Silver,Presbyterian Health Plan,57173NM0130001,Individual Silver Plan A,HMO, 148.07 ,,250,500,"6,350"
NM,HIDALGO,Silver,Presbyterian Health Plan,57173NM0130005,Individual Silver Plan B,HMO, 149.84 ,,"1,300","2,600","6,350"
NM,HIDALGO,Silver,Presbyterian Health Plan,57173NM0130009,Individual Silver Plan C,HMO, 140.29 ,,"2,500","5,000","6,350"
NM,HIDALGO,Silver,Presbyterian Health Plan,57173NM0130013,Individual Silver Plan D,HMO, 131.47 ,,"5,000","10,000","6,350"
NM,HIDALGO,Bronze,Presbyterian Health Plan,57173NM0140001,Individual Bronze Plan A,HMO, 118.40 ,,"2,500","5,000","6,350"
NM,HIDALGO,Bronze,Presbyterian Health Plan,57173NM0140002,Individual Bronze Plan B,HMO, 117.52 ,,"4,000","8,000","6,350"
NM,HIDALGO,Bronze,Presbyterian Health Plan,57173NM0140003,Individual Bronze Plan C,HMO, 111.50 ,,"6,350","12,700","6,350"
NM,HIDALGO,Catastrophic,Presbyterian Health Plan,57173NM0150001,Individual Catastrophic Plan,HMO, 79.91 ,,"6,350","12,700","6,350"
NM,HIDALGO,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330001,Blue PPO Gold 001,PPO, 178.04 ,,"3,250","9,750","3,250"
NM,HIDALGO,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330002,Blue PPO Gold 002,PPO, 180.78 ,,"1,500","4,500","3,500"
NM,HIDALGO,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330003,Blue PPO Silver 003,PPO, 150.10 ,,"6,000","12,700","6,000"
NM,HIDALGO,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330004,Blue PPO Silver 004,PPO, 153.94 ,,"3,000","9,000","6,350"
NM,HIDALGO,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330005,Blue PPO Bronze 005,PPO, 122.20 ,,"5,000","12,700","6,250"
NM,HIDALGO,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330006,Blue PPO Bronze 006,PPO, 121.49 ,,"6,000","12,700","6,000"
NM,HIDALGO,Catastrophic,Blue Cross Blue Shield of New Mexico,75605NM0330010,Blue Security PPO 010,PPO, 121.88 ,,"6,350","12,700","6,350"
NM,HIDALGO,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350001,"BCBS Premier 1, MSP 1,000/2,750",PPO, 185.96 ,,"1,000","3,000","2,750"
NM,HIDALGO,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350002,"BCBS Premier 2, MSP 500/4,000",PPO, 183.92 ,,500,"1,500","4,000"
NM,HIDALGO,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350003,"BCBS Solution 3, MSP 4,500/6,350",PPO, 150.90 ,,"4,500","12,700","6,350"
NM,HIDALGO,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350004,"BCBS Solution 4, MSP 6,250/6,250",PPO, 146.84 ,,"6,250","12,700","6,250"
NM,HIDALGO,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0350005,"BCBS Basic 5, MSP 3,750/6,250",PPO, 125.08 ,,"3,750","11,250","6,250"
NM,HIDALGO,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390001,Blue Community Gold HMO 001,HMO, 156.60 ,,"3,250","9,750","3,250"
NM,HIDALGO,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390002,Blue Community Gold HMO 002,HMO, 159.52 ,,"1,500","4,500","3,500"
NM,HIDALGO,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390003,Blue Community Silver HMO 003,HMO, 129.86 ,,"6,000","12,700","6,000"
NM,HIDALGO,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390004,Blue Community Silver HMO 004,HMO, 133.89 ,,"3,000","9,000","6,350"
NM,HIDALGO,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390005,Blue Community Bronze HMO 005,HMO, 106.56 ,,"5,000","12,700","6,250"
NM,HIDALGO,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390006,Blue Community Bronze HMO 006,HMO, 106.12 ,,"6,000","12,700","6,000"
NM,HIDALGO,Gold,New Mexico Health Connections,93091NM0010001,Care Connect Gold 750 HMO,HMO, 138.87 ,,750,"1,500","6,000"
NM,HIDALGO,Silver,New Mexico Health Connections,93091NM0010002,"Care Connect Silver 2,000 HMO",HMO, 132.07 ,,"2,000","4,000","6,350"
NM,HIDALGO,Bronze,New Mexico Health Connections,93091NM0010006,Care Connect Bronze HMO,HMO, 98.05 ,,"2,500","5,000","6,350"
NM,HIDALGO,Catastrophic,New Mexico Health Connections,93091NM0010007,Care Connect Catastrophic HMO,HMO, 87.23 ,,"6,350","12,700","6,350"
NM,HIDALGO,Gold,New Mexico Health Connections,93091NM0030001,Choice Connect Gold  500 PPO,PPO, 163.21 ,,500,"1,000","5,000"
NM,HIDALGO,Silver,New Mexico Health Connections,93091NM0030002,"Choice Connect Silver 2,000 PPO",PPO, 146.20 ,,"2,000","4,000","6,350"
NM,LEA,Gold,"Molina Health Care of New Mexico, Inc.",19722NM0010001,Molina Marketplace Gold Plan,HMO, 161.42 ,,250,500,"6,350"
NM,LEA,Silver,"Molina Health Care of New Mexico, Inc.",19722NM0010002,Molina Marketplace Silver Plan,HMO, 143.80 ,,"1,700","3,400","6,350"
NM,LEA,Bronze,"Molina Health Care of New Mexico, Inc.",19722NM0010003,Molina Marketplace Bronze Plan,HMO, 126.50 ,,"4,000","8,000","6,350"
NM,LEA,Gold,Presbyterian Health Plan,57173NM0120001,Individual Gold Plan A,HMO, 173.49 ,,0,0,"6,350"
NM,LEA,Gold,Presbyterian Health Plan,57173NM0120002,Individual Gold Plan B,HMO, 182.59 ,,250,500,"6,350"
NM,LEA,Gold,Presbyterian Health Plan,57173NM0120003,Individual Gold Plan C,HMO, 171.14 ,,"1,000","2,000","6,350"
NM,LEA,Silver,Presbyterian Health Plan,57173NM0130001,Individual Silver Plan A,HMO, 148.07 ,,250,500,"6,350"
NM,LEA,Silver,Presbyterian Health Plan,57173NM0130005,Individual Silver Plan B,HMO, 149.84 ,,"1,300","2,600","6,350"
NM,LEA,Silver,Presbyterian Health Plan,57173NM0130009,Individual Silver Plan C,HMO, 140.29 ,,"2,500","5,000","6,350"
NM,LEA,Silver,Presbyterian Health Plan,57173NM0130013,Individual Silver Plan D,HMO, 131.47 ,,"5,000","10,000","6,350"
NM,LEA,Bronze,Presbyterian Health Plan,57173NM0140001,Individual Bronze Plan A,HMO, 118.40 ,,"2,500","5,000","6,350"
NM,LEA,Bronze,Presbyterian Health Plan,57173NM0140002,Individual Bronze Plan B,HMO, 117.52 ,,"4,000","8,000","6,350"
NM,LEA,Bronze,Presbyterian Health Plan,57173NM0140003,Individual Bronze Plan C,HMO, 111.50 ,,"6,350","12,700","6,350"
NM,LEA,Catastrophic,Presbyterian Health Plan,57173NM0150001,Individual Catastrophic Plan,HMO, 79.91 ,,"6,350","12,700","6,350"
NM,LEA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330001,Blue PPO Gold 001,PPO, 178.04 ,,"3,250","9,750","3,250"
NM,LEA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330002,Blue PPO Gold 002,PPO, 180.78 ,,"1,500","4,500","3,500"
NM,LEA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330003,Blue PPO Silver 003,PPO, 150.10 ,,"6,000","12,700","6,000"
NM,LEA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330004,Blue PPO Silver 004,PPO, 153.94 ,,"3,000","9,000","6,350"
NM,LEA,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330005,Blue PPO Bronze 005,PPO, 122.20 ,,"5,000","12,700","6,250"
NM,LEA,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330006,Blue PPO Bronze 006,PPO, 121.49 ,,"6,000","12,700","6,000"
NM,LEA,Catastrophic,Blue Cross Blue Shield of New Mexico,75605NM0330010,Blue Security PPO 010,PPO, 121.88 ,,"6,350","12,700","6,350"
NM,LEA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350001,"BCBS Premier 1, MSP 1,000/2,750",PPO, 185.96 ,,"1,000","3,000","2,750"
NM,LEA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350002,"BCBS Premier 2, MSP 500/4,000",PPO, 183.92 ,,500,"1,500","4,000"
NM,LEA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350003,"BCBS Solution 3, MSP 4,500/6,350",PPO, 150.90 ,,"4,500","12,700","6,350"
NM,LEA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350004,"BCBS Solution 4, MSP 6,250/6,250",PPO, 146.84 ,,"6,250","12,700","6,250"
NM,LEA,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0350005,"BCBS Basic 5, MSP 3,750/6,250",PPO, 125.08 ,,"3,750","11,250","6,250"
NM,LEA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390001,Blue Community Gold HMO 001,HMO, 156.60 ,,"3,250","9,750","3,250"
NM,LEA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390002,Blue Community Gold HMO 002,HMO, 159.52 ,,"1,500","4,500","3,500"
NM,LEA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390003,Blue Community Silver HMO 003,HMO, 129.86 ,,"6,000","12,700","6,000"
NM,LEA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390004,Blue Community Silver HMO 004,HMO, 133.89 ,,"3,000","9,000","6,350"
NM,LEA,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390005,Blue Community Bronze HMO 005,HMO, 106.56 ,,"5,000","12,700","6,250"
NM,LEA,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390006,Blue Community Bronze HMO 006,HMO, 106.12 ,,"6,000","12,700","6,000"
NM,LEA,Gold,New Mexico Health Connections,93091NM0010001,Care Connect Gold 750 HMO,HMO, 138.87 ,,750,"1,500","6,000"
NM,LEA,Silver,New Mexico Health Connections,93091NM0010002,"Care Connect Silver 2,000 HMO",HMO, 132.07 ,,"2,000","4,000","6,350"
NM,LEA,Bronze,New Mexico Health Connections,93091NM0010006,Care Connect Bronze HMO,HMO, 98.05 ,,"2,500","5,000","6,350"
NM,LEA,Catastrophic,New Mexico Health Connections,93091NM0010007,Care Connect Catastrophic HMO,HMO, 87.23 ,,"6,350","12,700","6,350"
